,institution_name,univ_address,city,state,zipcode,chief_name,chief_title,website_url,admin_url,financial_url,app_url,county,longitude,latitude,
,Los Angeles Pierce College,6201 Winnetka Ave,Woodland Hills,CA,91371-0002,Dr. Kathleen Burke-Kelly,President,http://www.piercecollege.edu,http://www.piercecollege.edu/admissions/,http://www.piercecollege.edu/offices/financial_aid/,,Los Angeles County,-118.571017,34.182965,
,Los Angeles Southwest College,1600 W Imperial Hwy.,Los Angeles,CA,90047-4899,"Dr. Jack E. Daniels, III",President,http://www.lasc.edu,http://www.lasc.edu/students/admissions/admssions.html,http://www.lasc.edu/students/financial_aid/applying_for_financial_aid.html,http://www.cccapply.org/Applications/California_Community_College/Apply/Los_Angeles_Southwest_College.html,Los Angeles County,-118.304657,33.930835,
,Los Angeles Trade Technical College,400 W Washington Blvd,Los Angeles,CA,90015-4181,Roland Chapdelaine,President,http://www.lattc.edu,http://college.lattc.edu/admissions/,http://college.lattc.edu/financialaid/,http://www.cccapply.org/applications/CCCApply/apply/Los_Angeles_Trade-Technical_College.html,Los Angeles County,-118.260051,34.028898,
,Los Angeles Valley College,5800 Fulton Avenue,Valley Glen,CA,91401-4096,Dr. A. Sue Carleo,President,http://www.lavc.edu,http://www.lavc.edu/studentservwebsite/admissions/index.html,http://www.lavc.edu/fees/,http://www.lavc.edu/applylavc.html,Los Angeles County,-118.422512,34.175771,
,The Master's College and Seminary,21726 Placerita Canyon Road,Santa Clarita,CA,91321-1200,John MacArthur,President,http://www.masters.edu,http://www.masters.edu/admissions,http://www.masters.edu/financialaid,http://www.masters.edu/admissions/AppStu/Application.asp?process=1,Los Angeles County,-118.515963,34.381883,
,Los Angeles City College,855 N Vermont Ave,Los Angeles,CA,90029,Jamillah Moore,President,http://www.lacitycollege.edu/,http://www.lacitycollege.edu/services/admissions/apply-enroll.html,http://www.lacitycollege.edu/services/finaid/financial-aid-info.html,http://www.cccapply.org/applications/CCCApply/apply/Los_Angeles_City_College.html,Los Angeles County,-118.291791,34.086786,
,Los Angeles County College of Nursing and Allied Health,1237 N. Mission Rd.,Los Angeles,CA,90033-1084,Nancy Miller,Provost,http://ladhs.org/wps/portal/CollegeofNursing,http://ladhs.org/wps/portal/CollegeofNursing,http://ladhs.org/wps/portal/CollegeofNursing,http://ladhs.org/wps/portal/CollegeofNursing,Los Angeles County,-118.212214,34.062156,
,Los Angeles Mission College,13356 Eldridge Avenue,Sylmar,CA,91342-3245,Judith Valles,President,http://www.lamission.edu,http://www.lamission.edu/admissions/,http://www.lamission.edu/financialaid/Default.aspx,http://www.cccapply.org/Applications/California_Community_College/Apply/Los_Angeles_Mission_College.html,Los Angeles County,-118.42038,34.314665,
,Los Medanos College,2700 East Leland Road,Pittsburg,CA,94565,Peter Garcia,President,http://www.losmedanos.edu,http://www.losmedanos.edu/services/admissions.htm,http://www.losmedanos.edu/studentservices/finaid/default.asp,http://www.cccapply.org/applications/CCCApply/apply/Contra_Costa_CCD.html,Contra Costa County,-121.856609,38.007949,
,Los Rios Community College District Office,1919 Spanos Ct,Sacramento,CA,95825-3981,Brice W. Harris,Chancellor,http://www.losrios.edu/,,,http://www.losrios.edu/lrc/lrc_app.php,Sacramento County,-121.417032,38.579293,
,The Art Institute of California-San Francisco,1170 Market St,San Francisco,CA,94102-4908,Byron Chung,President,http://www.artinstitutes.edu/san-francisco/,http://www.artinstitutes.edu/san-francisco/admissions/,http://www.artinstitutes.edu/san-francisco/financial-aid/,http://www.artinstitutes.edu/san-francisco/admissions/apply-online.aspx,San Francisco County,-122.414032,37.779289,
,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,90045-2659,David Burcham,Interim President,http://www.lmu.edu,http://admission.lmu.edu,http://financialaid.lmu.edu,,Los Angeles County,-118.41614,33.96968,
,Lu Ross Academy,470 East Thompson Blvd,Ventura,CA,93001-2729,Ken Boyle,President,,,,,Ventura County,-119.294046,34.278265,
,Manchester Beauty College,3756 N Blackstone Ave,Fresno,CA,93726,Wendell N Berke,President,,,,,Fresno County,-119.790444,36.785946,
,Tulare Beauty College,1400 W Inyo St,Tulare,CA,93274,Wendell N Berke,President,,,,,Tulare County,-119.366807,36.203684,
,Lyles Bakersfield College of Beauty,2935 F St,Bakersfield,CA,93301,Odulia Dee Upton,President,,,,,Kern County,-119.023499,35.386537,
,Lyles College of Beauty,6735 N First Ave Ste 112,Fresno,CA,93710,Odulia Dee Upton,President,,,,,Fresno County,-119.7738,36.83658,
,Lytles Redwood Empire Beauty College Inc,186 Wikiup Dr,Santa Rosa,CA,95403,Amanda Keith,FAO/ Director of Student Services,http://www.lytles-rebc.com,,,,Sonoma County,-122.757328,38.508647,
,MTI Business College Inc,6006 N. El Dorado Street,Stockton,CA,95207-4349,Steven J. Brenner,Director/President,http://www.mtistockton.com,,,,San Joaquin County,-121.308745,38.007848,
,MTI College,5221 Madison Ave,Sacramento,CA,95841-9817,John Zimmerman,President,http://www.mticollege.edu,,,,Sacramento County,-121.34191,38.660881,
,Kaplan College-Sacramento,"4330 Watt Ave., Suite 400",Sacramento,CA,95821,Joseph File,Executive Director,http://getinfo.kaplancollege.com/KaplanCollegePortal/KaplanCollegeCampuses/California/Sacramento/,,,,Sacramento County,-121.383139,38.64397,
,Kaplan College-San Diego,9055 Balboa Avenue,San Diego,CA,92123,Kevin Prehn,President,http://san-diego.kaplancollege.com/Pages/Homepage.aspx,,,,San Diego County,-117.134489,32.82183,
,Kaplan College-Vista,2022 University Dr,Vista,CA,92083-7736,Jann Underwood-Mitchell,Executive Director,http://getinfo.kaplancollege.com/KaplanCollegePortal/KaplanCollegeCampuses/California/SanDiegoNorthCounty/,http://getinfo.kaplancollege.com/KaplanCollegePortal/KaplanCollegeCampuses/California/SanDiegoNorthCounty/,http://getinfo.kaplancollege.com/KaplanCollegePortal/KaplanCollegeCampuses/California/SanDiegoNorthCounty/,,San Diego County,-117.221698,33.170924,
,College of Marin,835 College Ave,Kentfield,CA,94904-2590,"Albert J, Harrison II",Interim Superintendent/ President,http://www.marin.edu,http://www.marin.edu/Admissions/reginfo.htm,http://www.marin.edu/financial_aid/index.htm,http://www.marin.edu/Admissions/reginfo.htm,Marin County,-122.548072,37.955207,
,Marinello Schools of Beauty-Los Angeles,1241 S. Soto Street Suite #101,Los Angeles,CA,90023,Dr. Nagui Elyas,President,http://www.marinello.com,,,,Los Angeles County,-118.219549,34.027249,
,Marymount College,30800 Palos Verdes Drive East,Rancho Palos Verdes,CA,90275-6299,Michael S. Brophy,President,http://www.marymountpv.edu,http://www.marymountpv.edu/admissions,http://www.marymountpv.edu/admissions/financial-aid,http://www.marymountpv.edu/admissions/apply-online,Los Angeles County,-118.333978,33.73563,
,Mendocino College,1000 Hensley Creek Road,Ukiah,CA,95482,Kathryn G. Lehner,Superintendent/President,http://www.mendocino.edu,http://www.mendocino.edu,http://www.mendocino.edu,http://www.mendocino.edu,Mendocino County,-123.213437,39.185483,
,Menlo College,1000 El Camino Real,Atherton,CA,94027-4301,Dr. G. Timothy Haight,President,http://www.menlo.edu,http://www.menlo.edu/admissions/,http://www.menlo.edu/financial_aid/,http://www.menlo.edu/portal_applicants/applicants.php,San Mateo County,-122.194119,37.459047,
,Mennonite Brethren Biblical Seminary,4824 E Butler,Fresno,CA,93727-5097,Franklyn L. Jost,Seminary Dean,http://www.mbseminary.edu,http://www.mbseminary.edu,http://www.fresno.edu/financial_aid/,http://www.mbseminary.edu,Fresno County,-119.735095,36.728619,
,Merced College,3600 M St,Merced,CA,95348-2898,Benjamin T Duran,Superintendent President,http://www.mccd.edu,,,,Merced County,-120.478049,37.332158,
,Merritt College,12500 Campus Dr,Oakland,CA,94619-3196,Dr. Robert Adams,President,http://www.merritt.edu,,,,Alameda County,-122.168114,37.788821,
,Mills College,5000 MacArthur Blvd,Oakland,CA,94613,Janet L Holmgren,President,http://www.mills.edu,http://www.mills.edu/admission/index.php,http://www.mills.edu/student_services/financial_aid/index.php,http://www.applyweb.com/apply/millsug/menu.html,Alameda County,-122.187847,37.782673,
,MiraCosta College,One Barnard Drive,Oceanside,CA,92056-3899,Dr. Francisco Rodriguez,Superintendent/President,http://www.miracosta.edu,https://www.miracosta.edu/StudentServices/Admissions/index.htm,https://www.miracosta.edu/StudentServices/FinancialAid/index.htm,https://www.miracosta.edu/StudentServices/ApplyEnroll/index.htm,San Diego County,-117.30097,33.18992,
,Marinello Schools of Beauty-San Francisco,1087 Mission Street,San Francisco,CA,94103,Dr. Nagui Elyas,President,http://www.marinello.com,,,,San Francisco County,-122.410637,37.779456,
,Mission College,3000 Mission College Blvd,Santa Clara,CA,95054-1897,Laurel Jones,President,http://www.missioncollege.org/,http://www.missioncollege.org/admissions/admis.html,http://www.missioncollege.org/student_services/financial_aid/default.html,http://www.missioncollege.org/admissions/apply.html,Santa Clara County,-121.981977,37.387545,
,Modern Beauty Academy,699 South C St,Oxnard,CA,93030,Duane Davis,President,,,,,Ventura County,-119.1812,34.195136,
,Kaplan College-North Hollywood,6180 Laurel Cyn Blvd Ste 101,North Hollywood,CA,91606-3231,Josh Levenson,President,http://kaplancollege.com,,,,Los Angeles County,-118.396398,34.182681,
,Modesto Junior College,435 College Ave,Modesto,CA,95350-5800,Dr. Gaither Loewenstein,President,http://mjc.edu,http://www.mjc.edu/admissions/,http://www.mjc.edu/financialaid/,http://www.mjc.edu/OnlineApp/,Stanislaus County,-121.007484,37.653033,
,Moler Barber College,3815 Telegraph Ave,Oakland,CA,94609-2419,Elsia Curry,Owner/Director,,,,,Alameda County,-122.265144,37.826835,
,Monterey Institute of International Studies,460 Pierce Street,Monterey,CA,93940,Sunder Ramaswamy,President,http://www.miis.edu,http://www.miis.edu/admissions,http://www.miis.edu/admissions/financialaid,http://www.miis.edu/admissions/apply,Monterey County,-121.896838,36.599227,
,Monterey Peninsula College,980 Fremont St,Monterey,CA,93940-4799,Douglas Garrison,President Superintendent,http://www.mpc.edu,,,,Monterey County,-121.884589,36.594052,
,Moorpark College,7075 Campus Rd,Moorpark,CA,93021-1695,Pam Eddinger,President,http://www.moorparkcollege.edu/index.shtml,http://www.moorparkcollege.edu/apply_and_enroll/apply_for_admission/index.shtml,http://www.moorparkcollege.edu/services_for_students/financial_aid/index.shtml,http://www.cccapply.org/applications/CCCApply/apply/Moorpark_College.html,Ventura County,-118.832034,34.299866,
,Mt. San Antonio College,1100 N Grand Ave,Walnut,CA,91789-1399,John Nixon,President/CEO,http://www.mtsac.edu,http://www.mtsac.edu/students/admissions/,http://www.mtsac.edu/students/finaid/,http://www.cccapply.org/applications/CCCApply/apply/Mt_San_Antonio_College.html,Los Angeles County,-117.844435,34.041386,
,Mount St Mary's College,12001 Chalon Rd,Los Angeles,CA,90049-1599,Dr. Jacqueline Powers Doud,President,http://www.msmc.la.edu,http://www.msmc.la.edu/admission/,http://www.msmc.la.edu/pages/220.asp,http://www.msmc.la.edu/pages/1969.asp,Los Angeles County,-118.479825,34.083329,
,Mt. San Jacinto Community College District,1499 N. State S.,San Jacinto,CA,92583-2399,Mr. Roger Schultz,Superintendent/President,http://www.msjc.edu,,,,Riverside County,-116.97192,33.80723,
,Mueller College,123 Camino de la Reina,San Diego,CA,92108-3002,David Taylor,Director of Operations,http://www.mueller.edu,,,,San Diego County,-117.163556,32.766008,
,Musicians Institute,6752 Hollywood Blvd.,Hollywood,CA,90028,Hisatake Shibuya,President,http://www.mi.edu,,,,Los Angeles County,-118.337911,34.101495,
,Napa Valley College,2277 Napa-Vallejo Hwy,Napa,CA,94558-6236,Dr. Edna Baehre,Superintendent President,http://www.napavalley.edu,,,,Napa County,-122.272572,38.272366,
,Everest College-San Francisco,814 Mission St  Suite 500,San Francisco,CA,94103-9946,Duemand Edwards,School President,,,,,San Francisco County,-122.404639,37.784294,
,Everest College-Reseda,18040 Sherman Way Ste 400,Reseda,CA,91335-4631,Lani Townsend,President,http://www.everest.edu/campus/reseda,,,,Los Angeles County,-118.526684,34.201076,
,Everest College-LA Wilshire,3460 Wilshire Blvd Ste 500,Los Angeles,CA,90010,Ally Yusuf,Campus President,http://www.everest.edu/campus/la_wilshire,,,,Los Angeles County,-118.299071,34.061758,
,Everest College-San Jose,1245 South Winchester Blvd #102,San Jose,CA,95128,Kimberly Barbieri,Campus President,http://www.everest.edu/campus/san_jose,,,,Santa Clara County,-121.950117,37.303389,
,Everest College-Gardena,"1045 W. Redondo Beach Boulevard, Suite 275",Gardena,CA,90247,Revina Miller,College President,http://www.everest.edu/campus/gardena,,,,Los Angeles County,-118.292958,33.892443,
,Everest College-Alhambra,2215 Mission Rd,Alhambra,CA,91803,Zae Perrin,School President,http://www.everest.edu/campus/alhambra,,,,Los Angeles County,-118.148596,34.079849,
,Everest College-San Bernardino,"217 E. Club Center Drive, Ste. A",San Bernardino,CA,92408,Nikee Carnagey,Regional,http://everest.edu/campus/san_bernardino,http://everest.edu/campus/san_bernardino,http://everest.edu/campus/san_bernardino,http://everest.edu/campus/san_bernardino,San Bernardino County,-117.28254,34.060414,
,The National Hispanic University,14271 Story Rd,San Jose,CA,95127-3823,Dr. David P. Lopez,President,http://www.nhu.edu,http://www.nhu.edu/admissions/index.htm,http://www.nhu.edu/financial_aid/apply.htm,http://www.nhu.edu/admissions/index.htm,Santa Clara County,-121.815229,37.358764,
,National Holistic Institute,5900 Doyle Street,Emeryville,CA,94608-2008,Mason Myers,President,http://www.nhi.edu,,,,Alameda County,-122.28799,37.841666,
,National University,11255 North Torrey Pines Road,La Jolla,CA,92037-1011,Patricia Potter,President,http://www.nu.edu,http://www.nu.edu/Admissions.html,http://www.nu.edu/Admissions/FinancialAid.html,http://www.nu.edu/Admissions/ApplyOnline.html,San Diego County,-117.244243,32.909469,
,Naval Postgraduate School,1 University Circle,Monterey,CA,93943,Daniel Oliver,President,http://www.nps.edu,http://www.nps.edu/NewStudents/index.html,,,Monterey County,-121.873391,36.596689,
,Newschool of Architecture and Design,1249 F St,San Diego,CA,92101,Steven Altman,President,http://www.newschoolarch.edu,http://www.newschoolarch.edu,http://www.newschoolarch.edu,http://www.newschoolarch.edu/applyonline_here.htm,San Diego County,-117.153151,32.713656,
,Newberry School of Beauty,16860 Devonshire Blvd,Granada Hills,CA,91344-7401,Deanne Jacobson,President,,,,,Los Angeles County,-118.499348,34.257443,
,North Adrians Beauty College,124 Floyd Ave,Modesto,CA,95350-2381,Rebecca Abinales,Vice-President,http://www.adrians.edu,,,,Stanislaus County,-120.992748,37.67816,
,North Orange County Community College District,1830 W. Romneya Drive,Anaheim,CA,92801-1819,Ned Doffoney,Chancellor,http://www.nocccd.edu,,,,Orange County,-117.945544,33.850606,
,North-West College-Pomona,134 W Holt Ave,Pomona,CA,91768,Marsha Fuerst,CEO/Executive Director,http://www.north-westcollege.com,,,,Los Angeles County,-117.751125,34.062305,
,North-West College-West Covina,2121 W Garvey Ave,West Covina,CA,91790,Marsha Fuerst,CEO/Executive Director,http://www.northwestcollege.com,,,,Los Angeles County,-117.950366,34.071699,
,North-West College-Pasadena,530 E Union,Pasadena,CA,91101,Marsha Fuerst,CEO/Executive Director,http://www.north-westcollege.com,,,,Los Angeles County,-118.139751,34.147184,
,Northwestern Polytechnic University,47671 Westinghouse Drive,Fremont,CA,94539,George T C Hsieh,President,http://www.npu.edu,,,,Alameda County,-121.9256,37.478715,
,Notre Dame de Namur University,1500 Ralston Ave,Belmont,CA,94002-1908,"Judith Maxwell Greig , Ph.D.",President,http://www.ndnu.edu,http://www.ndnu.edu/admissions/,http://www.ndnu.edu/academics/financial-aid/,,San Mateo County,-122.28461,37.514873,
,Occidental College,1600 Campus Rd,Los Angeles,CA,90041-3392,Jonathan Veitch,President,http://www.oxy.edu,http://www.oxy.edu/Admission.xml,http://www.oxy.edu/FinAid.xml,http://www.oxy.edu/Apply.xml,Los Angeles County,-118.214384,34.126539,
,Oceanside College of Beauty,1575 S Coast Hwy,Oceanside,CA,92054-5356,Raymond R. Stainback,President,http://ocb.edu,http://www.ocb.edu,,,San Diego County,-117.365054,33.178642,
,Ohlone Community College,43600 Mission Blvd,Fremont,CA,94539-0390,Gari Browning,Pres/Sprntndnt,http://www.ohlone.edu,http://www.ohlone.edu/org/admissions/,http://www.ohlone.edu/org/finaid/,http://www.cccapply.org/applications/CCCApply/apply/Ohlone_College.html,Alameda County,-121.918603,37.528467,
,Orange Coast College,2701 Fairview Road,Costa Mesa,CA,92626,Dennis Harkins,President,http://www.orangecoastcollege.edu/,,,http://www.cccapply.org/,Orange County,-117.907811,33.673452,
,Otis College of Art and Design,9045 Lincoln Blvd,Los Angeles,CA,90045-3505,Samuel Hoi,President,http://www.otis.edu,,,,Los Angeles County,-118.416443,33.956926,
,Oxnard College,4000 S Rose Ave,Oxnard,CA,93033-6699,Richard Duran,President,http://www.oxnardcollege.edu,http://www.oxnardcollege.edu/apply_and_enroll/apply_for_admission/index.shtml,http://www.oxnardcollege.edu/departments/student_services/financial_aid/index.shtml,http://www.cccapply.org/applications/CCCApply/apply/Oxnard_College.html,Ventura County,-119.159282,34.163698,
,Hope International University,2500 E Nutwood Ave,Fullerton,CA,92831-3199,John L. Derry,President,http://www.hiu.edu,,,,Orange County,-117.885178,33.878055,
,Concorde Career College-San Diego,"4393 Imperial Avenue, Suite 100",San Diego,CA,92113-1964,Donna Green,Campus President,http://www.concorde.edu,http://www.concorde.edu/,http://www.concorde.edu/,http://www.concorde.edu/,San Diego County,-117.101752,32.704012,
,Palo Alto University,1791 Arastradero Rd,Palo Alto,CA,94304-1337,Allen D Calvin,President,http://www.paloaltou.edu,http://www.paloaltou.edu/admissions_requirements.php,http://www.paloaltou.edu/department/financial-aid,http://www.paloaltou.edu/department/admissions/apply-online,Santa Clara County,-122.186022,37.383251,
,Pacific Lutheran Theological Seminary,2770 Marin Ave,Berkeley,CA,94708-1597,Phyllis Anderson,President,http://www.plts.edu,http://www.plts.edu/prospective.html,http://www.plts.edu/aid.html,http://www.plts.edu/how_to_apply.html,Alameda County,-122.260139,37.898184,
,Pacific Oaks College,5 Westmoreland Pl,Pasadena,CA,91103-3565,"Cynthia Carter, PhD",President,http://www.pacificoaks.edu,http://www.pacificoaks.edu/admission/,http://www.pacificoaks.edu/admission/financial-aid/,http://www.pacificoaks.edu/PDFFiles/Admissions/Pacific%20Oaks%20Admssions%20Application%20Update%207-08.pdf,Los Angeles County,-118.160158,34.152084,
,Pacific School of Religion,1798 Scenic Ave,Berkeley,CA,94709,Riess Potterveld,President,http://www.psr.edu,http://www.psr.edu/admissions,http://www.psr.edu/financial-aid,https://www.applyweb.com/apply/psr/index2.html,Alameda County,-122.262525,37.876284,
,Pacific States University,3450 Wilshire Blvd. 5th Floor,Los Angeles,CA,90010,Mark L. Hopkins,President,http://www.psuca.edu,,,,Los Angeles County,-118.298941,34.061705,
,Pacific Union College,One Angwin Ave,Angwin,CA,94508-9707,Dr. Heather Knight,President,http://www.puc.edu,http://www.puc.edu/enrollment,http://www.puc.edu/campus-services/student-finance/home,http://www.puc.edu/enrollment/apply/online-application,Napa County,-122.44028,38.56901,
,University of the Pacific,3601 Pacific Ave,Stockton,CA,95211-0197,Pamela A. Eibeck,President,http://www.pacific.edu,http://web.pacific.edu/x14983.xml,http://web.pacific.edu/x17330.xml,http://web.pacific.edu/x17599.xml,San Joaquin County,-121.307319,37.980586,
,Palmer College of Chiropractic-San Jose,90 E Tasman Dr,San Jose,CA,95134-1617,William Meeker,President,http://www.palmer.edu,,,,Santa Clara County,-121.9421,37.410401,
,Palo Verde College,One College Drive,Blythe,CA,92225,James Hottois,Supt/President,http://www.paloverde.edu,http://www.paloverde.edu,http://www.paloverde.edu,http://www.cccapply.org/applications/CCCApply/apply/Palo_Verde_College.html,Kern County,-119.1176,35.30902,
,Palomar College,1140 W. Mission,San Marcos,CA,92069-1487,Robert Deegan,Superintendent/President,http://WWW.PALOMAR.EDU,http://www.palomar.edu/admissions/,http://www.palomar.edu/fa/,https://eservices.palomar.edu/psp/pals9prdguest/?cmd=login,San Diego County,-117.182773,33.149192,
,Marinello Schools of Beauty-Paramount,8527 Alondra Blvd Ste 129,Paramount,CA,90723,Dr.Nagui Elyas,President,http://www.marinello.com,,,,Los Angeles County,-118.15017,33.889282,
,Paris Beauty College,1655 Willow Pass Road,Concord,CA,94520,Rhonda Baines,Owner,http://www.Parisbeautycollege.com,http://www.Parisbeautycollege.com,http://www.Parisbeautycollege.com,,Contra Costa County,-122.043467,37.97223,
,Pasadena City College,1570 E Colorado Blvd.,Pasadena,CA,91106-2003,Dr. Mark Rocha,Superintendent-President,http://www.pasadena.edu,http://www.pasadena.edu/admissions/,http://www.pasadena.edu/studentservices/financialAid/,http://secure.cccapply.org/Applications/California_Community_College/apply/Pasadena_City_College.html,Los Angeles County,-118.119877,34.145976,
,Patten University,2433 Coolidge Ave,Oakland,CA,94601,Gary Moncher,President,http://www.patten.edu,,,,Alameda County,-122.219188,37.786109,
,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,Andrew K. Benton,President,http://www.pepperdine.edu/,http://www.pepperdine.edu/admission/,http://www.pepperdine.edu/admission/financialaid/,http://seaver.pepperdine.edu/admission/,Los Angeles County,-118.705717,34.034602,
,Peralta Community College System Office,333 E Eighth St,Oakland,CA,94606,Dr. Wise E. Allan,Chancellor,http://www.peralta.edu,,,,Alameda County,-122.259687,37.79297,
,Pitzer College,1050 North Mills Avenue,Claremont,CA,91711-6101,Laura Skandera Trombley,President,http://www.pitzer.edu,http://www.pitzer.edu/admission/,http://www.pitzer.edu/admission/financial_aid/index.asp,http://www.pitzer.edu/admission/applying/forms_applications.asp,Los Angeles County,-117.707116,34.104441,
,Platt College-San Diego,6250 El Cajon Blvd,San Diego,CA,92115-3919,Robert D Leiker,Chairman,http://www.platt.edu,http://www.platt.edu,http://www.platt.edu,http://www.platt.edu,San Diego County,-117.063406,32.76359,
,Point Loma Nazarene University,3900 Lomaland Dr,San Diego,CA,92106-2899,Bob Brower,President,http://www.pointloma.edu/home.htm,http://www.pointloma.edu/admissions,http://www.pointloma.edu/financialaid,http://www.pointloma.edu/UndergradAdmissions/ApplyNow.htm,San Diego County,-117.251734,32.717742,
,Pomona College,550 N College Ave,Claremont,CA,91711-6319,David Oxtoby,President,http://www.pomona.edu,http://www.pomona.edu/admissions/,http://www.pomona.edu/FinancialAid/,,Los Angeles County,-117.714918,34.085106,
,Porterville College,100 E College Ave,Porterville,CA,93257,Dr. Rosa Carlson,President,http://www.portervillecollege.edu,http://www.portervillecollege.edu/Admissions/index.html,http://www.portervillecollege.edu/financial_aid/index.html,http://banweb.kccd.edu/prod/twbkwbis.P_GenMenu?name=homepage,Tulare County,-119.011955,36.048655,
,Westwood College-South Bay,"19700 S. Vermont Avenue, Suite 100",Torrance,CA,90502,Chris Turen,Campus President,http://www.westwood.edu,,,,Los Angeles County,-118.290528,33.851854,
,Professional Institute of Beauty,10801 E. Valley Mall,El Monte,CA,91731,Willie Quinonez,Owner,http://www.pibschool.com,,,,Los Angeles County,-118.039129,34.075294,
,Santa Ana College,1530 W. 17th Street,Santa Ana,CA,92706-3398,Erlinda Martinez,President,http://www.sac.edu,http://www.sac.edu/apps/Page.asp?Q=AdmissionsRecords,http://www.sac.edu/apps/page.asp?Q=FinancialAssistance,http://www.sac.edu/students/admissions/pdfs/Online_Registration.pdf,Orange County,-117.888331,33.759971,
,Pardee RAND Graduate School,1776 Main St,Santa Monica,CA,90407-2138,Susan L. Marquis,Dean,http://www.prgs.edu,http://www.prgs.edu,http://www.prgs.edu,http://www.prgs.edu/Application.html,Los Angeles County,-118.490447,34.009885,
,Shasta School of Cosmetology,678 N Market St,Redding,CA,96003,David A. Hambelton,President,,,,,Shasta County,-122.386585,40.5973,
,University of Redlands,1200 E. Colton Ave,Redlands,CA,92373-0999,Dr. James Appleton,President,http://www.redlands.edu,http://www.redlands.edu/x19.asp,http://www.redlands.edu/financialaid.asp,,San Bernardino County,-117.163796,34.062769,
,College of the Redwoods,7351 Tompkins Hill Rd,Eureka,CA,95501-9300,Dr. Jeff Marsee,President/Superintendent,http://www.redwoods.edu,http://www.redwoods.edu/Admissions/,http://www.redwoods.edu/Financial-Aid/,http://www.redwoods.edu/Admissions/guide/register-1.asp,Humboldt County,-124.205267,40.702204,
,Salon Success Academy-Upland,1385 E. Foothill Blvd,Upland,CA,91786,Robert P Gross,President,http://www.gotobeautyschool.com,http://www.gotobeautyschool.com/faqs.php,http://www.gotobeautyschool.com/financial-aid.php,http://www.gotobeautyschool.com/faqs.php,San Bernardino County,-117.631337,34.107009,
,Salon Success Academy-Corona,"107 N McKinley St, Suite 109",Corona,CA,92879,Robert P Gross,President,http://www.gotobeautyschool.com,http://www.gotobeautyschool.com/faqs.php,http://www.gotobeautyschool.com/financial-aid.php,http://www.gotobeautyschool.com/faqs.php,Riverside County,-117.514431,33.882331,
,Marinello Schools of Beauty-Huntington Beach,19022 Brookhurst St,Huntington Beach,CA,92646,Dr. Nagui Elyas,President,http://www.marinello.com,,,,Orange County,-117.953908,33.686604,
,Rio Hondo College,3600 Workman Mill Rd,Whittier,CA,90601-1616,"Ted Martinez, Jr., Ph.D.",Superintendent/President,http://www.riohondo.edu,http://www.riohondo.edu/admissions/index.htm,http://www.riohondo.edu/students/financialaid/,http://www.riohondo.edu/admissions/online_reg_info.htm,Los Angeles County,-118.037464,34.020358,
,Riverside City College,4800 Magnolia Avenue,Riverside,CA,92506,Dr Cynthia Azari,President,http://www.rcc.edu/,http://www.rcc.edu/services/admissions/index.cfm,http://rcc.edu/services/studentFinancialServices/,https://was02.rcc.edu/RCCD/RCCD?&TOKENIDX=7030735569&SS=1&APP=CORE,Riverside County,-117.384718,33.971325,
,Argosy University-San Francisco Bay Area,1005 Atlantic Avenue,Alameda,CA,94501,"Lucille H. Sansing, PhD",Campus President,http://www.argosy.edu/sanfrancisco,http://www.argosy.edu/admissions,http://www.argosy.edu/admissions/scholarships-financial-aid,http://www.argosy.edu/admissions,Alameda County,-122.267393,37.780739,
,Rosemead Beauty School,8531 E Valley Blvd,Rosemead,CA,91770-1639,Eva Wu Su,CEO owner,,,,,Los Angeles County,-118.08296,34.08054,
,Dongguk University Los Angeles,440 Shatto Pl,Los Angeles,CA,90020-1704,Seok Joo Aum,Dean of Academic Affairs,http://dula.edu,,,,Los Angeles County,-118.289942,34.065943,
,Sacramento City College,3835 Freeport Blvd,Sacramento,CA,95822-1386,Kathryn E. Jeffrey,President,http://www.scc.losrios.edu/,http://www.scc.losrios.edu/x808.xml,http://www.scc.losrios.edu/Current_Students/From_Enrollment_to_Graduation/Financial_Aid.htm,http://www.losrios.edu/lrc/lrc_app.php,Sacramento County,-121.491621,38.541854,
,Saddleback College,28000 Marguerite Pky,Mission Viejo,CA,92692-3635,"Tod Burnett, Ed.D",President,http://www.saddleback.edu,http://www.saddleback.edu/ss/ar/,http://www.saddleback.edu/ss/finaid/,http://www.cccapply.org/applications/california_community_college/apply/saddleback_college.html,Orange County,-117.667159,33.557017,
,Samra University of Oriental Medicine,"1730 W. Olympic Boulevard, 3rd Floor",Los Angeles,CA,90015-1019,Hyung Joo Park,President,http://SAMRA.EDU,,,http://www.samra.edu,Los Angeles County,-118.276208,34.050077,
,Samuel Merritt University,3100 Telegraph Avenue,Oakland,CA,94609,Sharon Diaz,President,http://www.samuelmerritt.edu,http://www.samuelmerritt.edu/admission,http://www.samuelmerritt.edu/financial_aid,,Alameda County,-122.266782,37.820221,
,San Diego Community College District-District Office,3375 Camino Del Rio S,San Diego,CA,92108-3883,Constance M. Carroll,Chancellor,http://www.sdccd.edu,,,http://studentweb.sdccd.edu/,San Diego County,-117.1209,32.776503,
